,Tweet,Username
155,"????, ???? 21?? ?????????? ??? ??????????? ??????????????. ‘???????? ???? ???’ ??? ????????? ????????????? ??????, ? ??? ????????????? ???????? ????, ????? ????? ?????????????? ??????? ?????. https://t.co/UESTuNPNbW",narendramodi
156,"????????, 21 ??? ????????????? ??? ???? ????? ????? ???. '?????? ???? ???' ????? ??????????? ? ??? ?????? ????, ??? ?????? ??? ????? ???????? ??????. https://t.co/UESTuNPNbW",narendramodi
157,"?????, ?? ??? ??????? ??????????? ??? ???? ?????? ???? ??? ?'?? '??????? ???? ???'? ??? ?????????? ?????? ??, ??? ??? ?? ??? ????? ??? ????? ??? ???? ???? ???????? ???? https://t.co/UESTuNybNm",narendramodi
158,"???????? 21?? ??? ??????????? ??? ???? ???? ??????? ??? ? ' ??????? ???? ??? ' ?? ??????? ???????? ???? ????,  ??????   ??? ?????? ???????????? ??? ???? ?? ??????????? ??? ???????? ??? ???? ? https://t.co/UESTuNybNm",narendramodi
159,"????, ???? 21??? ???? ??????? ???? ?????? ????????????????????. '???? ????????????? ????' ???? ??????? ?????????, ???? ???? ??????? ?????????? ??????, ?????? ?????? ??????????????????. https://t.co/UESTuNybNm",narendramodi
160,???? ??? 21 ???????????? ???? ??????? ?????????. '??? ??????????????' ???? ????????????????? ? ???? ???? ??????? ???????????????? ????? ?????? ??????????????? ???????. https://t.co/UESTuNybNm,narendramodi
161,"?????, 21 ??? ??????????? ??? ???? ???? ????? ??????? ‘?????? ?? ?? ???’ ?? ??? ??? ??? ?? ??, ?? ???? ?? ??? ???? ??? ???? ????? ??? ??? ??? ??? ????? ????? https://t.co/UESTuNybNm",narendramodi
162,"????, ???? 21???? ????????????? ??? ??????? ?????????????. '?????????? ???' ? ????? ??????? ?????????????, ? ??? ???????? ????????????? ????? ???????? ??????????????. https://t.co/UESTuNQl1u",narendramodi
163,"Tomorrow, 21st June will be marked as International Yoga Day. Guided by the theme of ‘Yoga For Humanity’, let us make this Yoga Day a success and further popularise Yoga. https://t.co/UESTuNybNm",narendramodi
164,"At launch of torch relay for the 44th Chess Olympiad, I convey my best wishes to all the participants. https://t.co/uLbZ5JoSRr",narendramodi
165,"At around 5 PM, the torch relay for the 44th Chess Olympiad will be launched in Delhi. This is a special programme for a variety of reasons. It is for the first time that a Chess Olympiad Torch has been instituted. It is also the first time India is hosting this competition.",narendramodi
166,???? ?? ????? ??… https://t.co/xs8xUP5BPT,narendramodi
167,"???? ??? Urban Planning ?? ??? ????? ???? ???? ???? ?? ????? ?? ??? ??? ???? ?????? ?? ???? ???? ????? ????? ??, ?? ???? ?? ??? ????? ???????? ???? ?? ??? ???? ?? ??? ??? https://t.co/o83AEhGToC",narendramodi
168,"?? ?????? ?? ?????? ????? ?? ??? ?? ?????? ??????????????? ?? ???? ????? ????? ???? ???

?? ????? ??????????, ????? ?????? ???-????? ?? ???? ?? ?? ???????? ?? ????????? ?? ???? ?? ???? ???? ?????? ??? https://t.co/dLMU41ruML",narendramodi
169,Pragati Maidan Integrated Transit Corridor will ensure ease of living by helping save time and cost of commuters in a big way. https://t.co/e98TMk3z0i,narendramodi
170,"Sharing highlights from the special visit to Gujarat, where I addressed programmes in Pavagadh and Vadodara. https://t.co/jpp9dJoilI",narendramodi
171,Glad to have received several inputs for this month’s #MannKiBaat scheduled for the 26th. Do keep your ideas coming either on MyGov or the NaMo App. https://t.co/3KGfEqxtwv,narendramodi
172,"?? ?? ??? ??? ??? ?? ??????? ?? ???? ?? ???? ??, ?? Non-communicable ?? Lifestyle ?? ????? ????????? ?????? ??? ????? ??? ?? ??? ??? ???? ????? ????? ???? ?? ?????????? ?? ??? ??? ?? ?????? ????? ????? 

https://t.co/UESTuNQl1u",narendramodi
173,"???????????  ????? ???? ?????? ????????? ?????? ???????????????, ????????? ??? ?????????? ??????????????? ???????? ????????  ???? ???????????  ?????? ?????????????????.  ?????  ??????   ?????  ????????????  ????????  ??????. https://t.co/UESTuNybNm",narendramodi
174,"????-????????????? ???????? , ???????? ??????? ???????? ??????????? ???????? ?????? ???????? ?????? ??? ????? ?????????? ????? ?????????. ???? ??????? ???? ??? ???? ??????. https://t.co/UESTuNybNm",narendramodi
175,"?????????? ?????, ????? ??? ??????????? ?????? ?????????? ??? ???????? ????????? ???????? ?????? ??????? ?????? ??? ????? ???? ?????????????? ????????? ? ????? ????????? ? ?????? ???? ????????? ?????? ? https://t.co/UESTuNybNm",narendramodi
176,"??????? ????  ?-???????? ??? ?????????? ??? ????? ?????? , ????? ??? ??????? ????? , ?? ???, ????-? ???????? ??? ???? ???? ?????????? ? ??????????? ??? ???? ????? ???? ????????? ???? ? https://t.co/UESTuNybNm",narendramodi
177,"?????? ????????? ???????? ???? ???????????? ???????? ?????? ????????????? , ?????????   ???? ???????????  ?????? ????? ???????? ??????? ,  ???? ??????? ?????????????? ?????????. ?????? ?????????????????? ?????????? ???? ????????? ???????????????. https://t.co/UESTuNybNm",narendramodi
178,"??????? ???? ??????? ??????? ???? ????????? ??? ???????? ?????????? ??? ?????? ????? ???  ???? ??????? ??? ???? ?? ??????  ??????????? ??? ???????? ???? ??? ?????? ????

https://t.co/UESTuNybNm",narendramodi
179,"????? ???????????? ????? ????? ????? ??? ????, ???? ?????????? ??????? ???? ??????  ??????????? ??? ?????????? ?????? ???????? ?????? ????? ???. ?????? ?????? ?????? ??? ??????????? ????????? ??? ????.

https://t.co/UESTuNybNm",narendramodi
180,"??????? ?????? ?????? ????? ??? ??? ??, ????? ??? ????? ???????? ??? ???? ??? ???????? ?????? ??????? ??? ??? ??. ???? ????????? ??? ???????? ???? ????????? ???.

https://t.co/UESTuNybNm",narendramodi
181,"????????????????????, ??????????????? ???????????????? ???????  ????????????? ????????????????, ???? ?????? ???????? ???????????? ??????? ?????????? ?????? ????????????.  ???? ????????????? ???????????????? ??? ????????????.

https://t.co/UESTuNybNm",narendramodi
182,"??? ?? ?????? ????? ??? ???? ??? ?? ?? ????? ?? ????? ????-?????? ??? ???? ????? ??? ?????? ???????? ??? ???? ???????? ???? ?? ????? ??? ???? ???? ??? ???????? ?? ??? ?? ????? ????

https://t.co/UESTuNybNm",narendramodi
183,"The importance of Yoga becomes even more in the present era when non-communicable and lifestyle related ailments are on the rise, particularly among the youth. 

Practice Yoga for good health and wellness.

https://t.co/UESTuNybNm",narendramodi
184,"Shocked by the cowardly terrorist attack against the Karte Parwan Gurudwara in Kabul.  I condemn this barbaric attack, and pray for the safety and well-being of the devotees.",narendramodi
185,My remarks at release of book written by Shri Ram Bahadur Rai. https://t.co/ApapYWx1AE,narendramodi
186,?????? ?? ???? ??? ?? ??? ????? ?? ?????? ???? ??… https://t.co/DZfSPbZH17,narendramodi
187,"?????? ??????? ?? ??? ??, ????? ?????? ?????????, ?????? ??????, ?????? ???? ?? ????????? ???????? ???? ?????????? ?? ?? ??????? ???? ??? https://t.co/sb5M9rQgKj",narendramodi
188,21??? ??? ?? ???? ?? ????? ?? ??? ??????? ?? ??? ????? ?? ????????? ????? ??? ??? ???? ??????? ????? ??? ?? ???? ??????-?????-??????? ?? ???? ???? ???? ?? ???? ???? ??? https://t.co/SLMXNSTj6A,narendramodi
189,??? ??? ???????????? ?? ????????? ?? ???? ?? ???? ?????? ???? ???… https://t.co/J92p0d68xV,narendramodi
190,?? ??????? ?? ?????? ?? ?????? ????? ??? ??… https://t.co/RmemTUPOcU,narendramodi
191,"???, ???? ???????? ?? ?? ???? ?? ?? ???????? ??, ???? ???? ?? ?? ?? ????? ???, ?? ??? ??? ?? ??????-????? ?? ?????? ?? ???, ??? ?? ??? ??????? ???? ????? https://t.co/myacFXRiGd",narendramodi
192,"?? ?????? ??? ??????? ????? ?? ???? ?? ???? ???? ??? ??? ?? ???? ????? ????? ?? ???????? ?? ?? ????, ????? ???? ?? ?????? ?? ?? ?????? ????? ???, ??? ????? ???, ????? ????? ?? ???? ?????? ???? ??? https://t.co/Wry1WcZx3e",narendramodi
193,"At Gujarat Gaurav Abhiyan in Vadodara, multiple development initiatives are being launched to enhance ease of living for the people. https://t.co/NRpgJoRT9M",narendramodi
194,"Earlier today, spoke to Assam CM Shri @himantabiswa and took stock of the situation due to floods in the State. Assured all possible support from the Centre. I pray for the safety and well-being of the people of Assam affected by flooding.",narendramodi
195,May Kalika Mata's blessings be upon all of us. Addressing a programme at Pavagadh Hill. https://t.co/poLpvqwmy2,narendramodi
196,"Maa…this isn’t a mere word but it captures a range of emotions. Today, 18th June is the day my Mother Heeraba enters her 100th year. On this special day, I have penned a few thoughts expressing joy and gratitude. https://t.co/KnhBmUp2se",narendramodi
197,"???, ?? ????? ?? ???? ???? ??, ???? ?? ?? ????? ??, ?????? ?????, ?????, ???????, ????? ??? ????? ???

???? ???, ?????? ?? 18 ??? ?? ???? ????? ???? ??? ?????? ?? ??? ???, ???? ???? ??????? ???? ??????? ?? ??? ??? ??? ???? ???? ?? ??????? ???? ?? ??? ???? https://t.co/4YHk1a59RD",narendramodi
198,Took blessings of my mother today as she enters her 100th year... https://t.co/lTEVGcyzdX,narendramodi
199,Had productive deliberations during today’s proceedings at the National Conference of Chief Secretaries. We exchanged views on important policy issues including leveraging technology and strengthening our economy. https://t.co/avQsQn2JQ5,narendramodi
200,"Had fruitful deliberations at the Chief Secretaries conference. We discussed ways to further accelerate progress of aspirational districts, National Education Policy, crop diversification, reducing compliance burden and other such topics. https://t.co/UTLSi2uZE8",narendramodi
201,Had a good interaction with Foreign Ministers and Representatives of @ASEAN countries as we celebrate 30 years of close India-ASEAN cooperation. https://t.co/QCItpvjXEh,narendramodi
202,"??? ?? ????? ??? ??? ?? ??? ?? Breathing Exercises ?? ????? ???? ???? ?? ???? ?? ??? ????? ??????? ???, ????? ?? ?????? ???… https://t.co/UESTuNQl1u",narendramodi
203,"???????? ??????????, ???? ??????? ???????? ??????? ???????? ????? ?? ?????? ?????????????? ????????????. ???? ?????? ????????????? ???????? ????????????? ???????????. https://t.co/UESTuNQl1u",narendramodi
204,"??? ??????, ??????????????? ??????? ???? ???? ??? ? ??? ????????? ???? ??????? ?????? ? ??? ???????? ? ????????? ??????? ?????? ????? ? https://t.co/UESTuNQl1u",narendramodi
205,??? ?????? ?????? ?????? ??????? ????? ?????????? ??????? ???????? ??????????? ???? ???? ?? ????? ?? ???  ??? ?????????? ???????? ???? ????? ? https://t.co/UESTuNQl1u,narendramodi
206,"???? ????? ???? ???????? ?????-????????? ???????? ????, ??????? ????? ????????? ???????? ????  ?? ????????????? ?????? ?????? ?? ?????'??? ?????????? ??? ????? https://t.co/UESTuNQl1u",narendramodi
207,??????? ???? ????? ?????? ?????????? ????? ???? ????? ????? ?????????? ???? ??? ?? ????. ? ?????? ? ????????? ?????? ????? ?????????? ????????????. https://t.co/UESTuNQl1u,narendramodi
208,????????? ?????? ????? ?????????? ????????????? ???? ??????? ????????????? ?????????. ? ?????? ???? ????????? ?????????? ?????????. https://t.co/UESTuNQl1u,narendramodi
209,"??????????? ?????, ???????????? ????????  ?????? ????? ????????????? ???????????. ? ?????????????? ??????????? ?  ??????????????. https://t.co/UESTuNQl1u",narendramodi
210,"????? ??? ?????, ??? ???? ??? ??? ???? ?? ?????? ?? ????? ??????? ?? ??????? ?? ???? ???? ???? ??? ????? ??? ?? ????? ???? ?????? ??????? ???? ????? ????? ??? https://t.co/UESTuNQl1u",narendramodi
211,"???????????????, ????????? ??????????? ??????? ??? ?????????? ??????????? ?????? ???. ?? ????????????  ???? ?????????????? ??????? ?????? ???? ???. https://t.co/UESTuNQl1u",narendramodi
212,"??? ????? ?????? ?????? ????? ??????? ?????? ??? ??, ???? ???? ????????? ???? ??. ? ????????? ? ????? ?????? ????? ????? ??. https://t.co/UESTuNQl1u",narendramodi
213,"Apart from Asanas, Yoga also consists of several breathing exercises which have many health benefits. This video includes details about these exercises. https://t.co/UESTuNQl1u",narendramodi
214,"Yesterday’s Maharashtra visit was wonderful. I got to take part in diverse programmes in Pune and Mumbai. 

Sharing highlights from the visit. https://t.co/qrGvBCBi6v",narendramodi
215,"Birthday wishes to Union Minister Shri @kishanreddybjp Garu. He is at the forefront of popularising India’s vibrant and diverse culture, transforming our tourism sector and ensuring rapid development of the Northeast. Praying for his long and healthy life.",narendramodi
216,"??? ?? ????? ?? ???? ??????? ??? ???? ?? ?? ??? ??? ?? ????? ?? ??? ?? ????? ???? ??? 

??? ?? ?? ?? ????? ?? ?????? ??? ????? ?? ??? ?? ??? ??? ????? ?? ??? ????? ?? ?? ???? ???? 

???? ??? ?? ?? ?? ???? ?????? ?????? ??????… https://t.co/UESTuNQl1u",narendramodi
217,"??????? ????????? ??????? ???????????. ?????????? ??? ??????? ???  ???? ??????? ?????? ?????? ??????? .

??? ????????, ???????? ????????? , ??? ???????? ???????????????.

?????? ??? ????????? ???????????? ??? ?????????... https://t.co/UESTuNQl1u",narendramodi
